district,region,status,regnum,orgname,prevorgname,ogrn,inn,kpp,legaladdress,actualaddress,mailingaddress,headname,phone,fax,email,applicationreq,decisionreq,infoinclusion,basis,actstatus,actrevision,decminenergo,chzone,boundaries,terms,services,annualvolume,amountelectricity,volumecitizens,requisitesorder,requisitesnotification,actloss,decisionloss,baseloss,orderexclude,notificationexclude,comments,revisionorder,orderschanges
Северо-Кавказский федеральный округ,Чеченская республика,DELD,20/01,Открытое акционерное общество «Нурэнерго»,,1022002546136,2020004046,201401001,"364051, Чеченская Республика, г. Грозный, Старопромысловское шоссе, № 6","364051, Чеченская Республика, г. Грозный, Старопромысловское шоссе, № 6","364051, Чеченская Республика, г. Грозный, Старопромысловское шоссе, № 6",Муртазалиев Маид-Хасан Салманович,тел. 8 (8712) 22-30-32; факс: 8 (8712) 22-33-80,,,,,,п. 36 а) ПП № 530,Решение Правления Комитета по государственному регулированию цен и тарифов Чеченской Республики от 27.10.2006 г. № 29-э (в редакции от 13.07.2011 № 52-э),,,(- 20/02) (+часть 20/02),"В границах территории Чеченской Республики, границы балансовой принадлежности электрических сетей, за исключением границ балансовой электрических сетей, принадлежащих на праве собственности или на ином законном основании организациям, находящимся в ведени",,"Купля-продажа
Передача","1 460 млн. кВтч – 2007 г.

2 050,5 млн. кВтч – 2008 г.

2 123,1 млн кВтч – 2010 г.

2 326,3 млн. кВтч – 2011 г.

2 335,280 млн. кВтч – 2012 г.","625 млн. кВтч – 2007 г.

610,243 млн. кВтч– 2008 г.

553,6 млн. кВтч – 2010 г.

435,488 млн. кВтч – 2011 г.

452,604 млн. кВтч – 2012 г.","775 млн. кВтч – 2007 г.

690,326 млн. кВтч – 2008 г.

637,5 млн. кВтч – 2010 г.

35,146 млн. кВтч – 2011 г.

79,451 млн.кВтч – 2012 г.",Приказ № 16-э от 09.02.2007,от 14.02.2007 г. №ЕЯ-797/14,,Приказ Минэнерго России от 24.04.2015 № 242 «О присвоении статуса гарантирующего поставщика территориальной сетевой организации»,,Приказ № 1217-э от 17.06.2015,от 26.06.2015 № ЕП-7419/14,"изменение зоны по п.229 (+часть 20/02); исключение по решению Минэнерго, изменение на ОАО ""Чеченэнерго""","433-э от 24.11.2008
86-э от 16.04.2009
388-э от 16.08.2010
33-э от 28.01.2011
154-э от 19.04.2011
288-э от 24.04.2012
453-э от 03.07.2012
192-э от 05.03.2013
1335-э от 26.08.2014
1217-э от 17.06.2015","646-э от 18.10.2011
969-э от 15.05.2015
1217-э от 17.06.2015"
Северо-Кавказский федеральный округ,Чеченская республика,DELD,20/02,Акционерное общество «Оборонэнергосбыт»,,1097746448315,7704731218,770402001,"119160, г. Москва, ул. Знаменка, 19","109044, г. Москва, Воронцовский пер., д. 2, стр. 1, офис 516 ","109044, г. Москва, Воронцовский пер., д. 2, стр. 1, офис 516 ",Дрегваль Сергей Георгиевич,(495) 935-70-08,,info@oes.su,,,,п. 36 д) ПП № 530 ,Решение Правления Комитета по государственному регулированию цен и тарифов Чеченской Республики от 13.07.2011 № 52-э,,,(-часть в 20/01),"Границы балансовой принадлежности электрических сетей, принадлежащих на праве собственности или на ином законном основании организациям, находящимся в ведении Минобороны и (или) образованным во исполнение Указа Президента РФ от 15.09.08 № 1359 «Об ОАО «Об",,Купля-продажа,-,"36,68 млн. кВтч – 2010 г.

35,804 млн. кВтч-2011 г. (ф-л Южный)

20,936 млн. кВтч – 2012 г.

20,83 млн. кВтч – 2013 г.","6,55 млн. кВтч – 2010 г.

10,208 млн. кВтч-2011 г. (ф-л Южный)

7,150 млн. кВтч – 2012 г.

5,08 млн.кВтч – 2013 г.",Приказ № 646-э от 18.10.2011,от 24.10.2011 г. № ЕП-8344/14,,,,,,"изменение зоны по п.229, -часть в 20/01",,"969-э от 15.05.2015
1399 от 23.12.2016"
Северо-Кавказский федеральный округ,Чеченская республика,ACTI,20/03,Акционерное общество «Чеченэнерго»,Открытое акционерное общество «Нурэнерго»,1082031002503,2016081143,201601001,"364020, Чеченская Республика,
г. Грозный, Старопромысловское шоссе, 6
","364020, Чеченская Республика,
г. Грозный, Старопромысловское шоссе, 6
","364020, Чеченская Республика,
г. Грозный, Старопромысловское шоссе, 6
",Управляющий директор: Муртазалиев Управляющий директор: Муртазалиев Сайд-Хасан Салманович,(8712) 22-23-82; 30-32; 64-38; 27-19,(8712) 22-20-07 ,info@chechen-energo.ru,,,,"абз.2 п. 202 ПП № 442 (в ред. № 47), приказ Минэнерго России от 24.04.2015 № 242",Решение правления Государственного комитета цен и тарифов Чеченской Республики от 04.06.2015 № 27-э,,Приказ Минэнерго России от 24.04.2015 № 242 «О присвоении статуса гарантирующего поставщика территориальной сетевой организации»,,вся территория Чеченской Республики...,с 01.05.2015,"Купля-продажа
Передача",,,,Приказ № 1217-э от 17.06.2015,от 26.06.2015 № ЕП-7420/14,,,,,,,,1217-э от 17.06.2015
Приволжский федеральный округ,Чувашская республика,DELD,21/02,Акционерное общество «Оборонэнергосбыт»,,1097746448315,7704731218,770401001,"119160, г. Москва, ул. Знаменка, д. 19","109044, г. Москва, ул. Образцова, д. 4А, корп. 1","109044, г. Москва, ул. Образцова, д. 4А, корп. 1",Сундуков Олег Вячеславович,(495) 935-70-08,(495) 935-70-09,info@oes.su,,,,п. 36 д) ПП № 530,Приказ Министерства градостроительства и развития общественной инфраструктуры Чувашской Республики от 25.08.2011 № 04-13/232,,,,"Границы балансовой принадлежности всех электрических сетей, принадлежащих на праве собственности или на ином законном основании организациям (сетевым организациям, хозяйствующим субъектам), находящимся в ведении Министерства обороны Российской Федерации и",,Купля-продажа,-,"1,3 млн. кВтч – 2011
1,241 млн. кВтч – 2012
0,990 млн. кВтч – 2013","Нет
",Приказ № 264-э от 12.04.2012,от 19.04.2012 № ЕП-3057/14,Приказ Министерства градостроительства и развития общественной инфраструктуры Чувашской Республики от 25.08.2011 № 04-13/232,,п. 36 д) ПП № 530,Приказ № 876-э от 30.04.2015,от 19.04.2012 № ЕП-3057/14,исключение по п.229 (-в 21/01),876-э от 30.04.2015,1399 от 23.12.2016
Приволжский федеральный округ,Чувашская республика,ACTI,21/01,"ОАО ""Чувашская энергосбытовая компания""",,1052128000033,2128700232,213050001,"428020, Чувашская Республика, г. Чебоксары, ул. Гладкова, д. 13а","428020, Чувашская Республика, г. Чебоксары, ул. Гладкова, д. 13а","428020, Чувашская Республика, г. Чебоксары, ул. Гладкова, д. 13а",Афанасьев Константин Васильевич,(8352)39-91-46,(8352)39-91-06,priem@ch-sk.ru,,,,п. 36 а) ПП № 530,Приказ Министерства градостроительства и развития общественной инфраструктуры Чувашской Республики от 21.02.2012 № 04-13/49,"приказ Министерства строительства, архитектуры и жилищно-коммунального хозяйства Чувашской Республики от 03.03.2015 № 03/1-03/93",, (-21/02) (+21/02),"Административные границы территории Чувашской Республики
...",,Купля-продажа,"3121355197 кВтч
3 398,0 млн. кВт.ч. - 2016 г.","1075014143 кВт.ч
1 178,45 млн. кВт.ч. - 2016 г.","919508250 кВтч
963,2 млн. кВт.ч. - 2016 г.",Приказ № 16-э от 09.02.2007,от 14.02.2007 № ЕЯ-796/14,,,,,,изменение зоны по п.229 (+21/02),"433-э от 24.11.2008
86-э от 16.04.2009
388-э от 16.08.2010
33-э от 28.01.2011
154-э от 19.04.2011
288-э от 24.04.2012
453-э от 03.07.2012
192-э от 05.03.2013
1335-э от 26.08.2014
1217-э от 17.06.2015","264-э от 12.04.2012
876-э от 30.04.2015"
Дальневосточный федеральный округ,Чукотский автономный округ,ACTI,87/08,"Муниципальное унитарное предприятие муниципального образования Чукотского муниципального района ""Айсберг""",,1128709001486,8707001780,870701001,"ЧАО,  Чукотский район, с. Лаврентия, ул. Сычева, д. 17","ЧАО,  Чукотский район, с. Лаврентия, ул. Дежнёва, д. 48","ЧАО,  Чукотский район, с. Лаврентия, ул. Сычева, д. 17",Кудлай Светлана Вячеславовна,,,,,,,,постановление Правления Комитета государственного регулирования цен и тарифов Чукотского автономного округа от 14.08.2015 № 14-э/1,,,,"границы балансовой принадлежности электрических сетей МУП ""Айсберг"", находящихся в административных границах сельских поселений Лаврентия, Лорино, Нешкан, Уэлен, Энурмино Чукотского муниципального района....",,,16 200 тыс. кВт.ч. - 2016 г.,12 035 тыс. кВт.ч. - 2016 г.,4 255 тыс. кВт.ч. - 2016 г.,Приказ № 670/16 от 26.05.2016,,,,,,,,,
Дальневосточный федеральный округ,Чукотский автономный округ,ACTI,87/01,Акционерное общество энергетики и электрофикации «Чукотэнерго»,,1028700586892,8700000339,870901001,"689000, Чукотский автономный округ, г. Анадырь, ул. Рультытегина, д. 35-а","689000, Чукотский автономный округ, г. Анадырь, ул. Рультытегина, д. 35-а","689000, Чукотский автономный округ, г. Анадырь, ул. Рультытегина, д. 35-а",,8(42722) 2-27-83,8(42722) 2-05-49 ,chener@chukotnet.ru,,,,п. 36 а) ПП № 530,"Постановление Правления Комитета государственного регулирования цен и тарифов Чукотского автономного округа от 17 февраля 2015 г. № 2-э/2, от 14 августа 2015 года № 14-э/2, от 12 декабря 2016 года № 22-э/3",,, (-87/04)   ,"Административные границы Чукотского автономного округа, за исключением границ зон деятельности гарантирующих поставщиков ГП ЧАО «Чукоткоммунхоз», Муниципального предприятия «Чаунское районное коммунальное хозяйство» Чаунского муниципального района Чукотск",,"Купля-продажа
Передача",-,"49,642 млн. кВтч – 2009
56,473 млн. кВтч – 2010
55,825 млн. кВтч – 2011
57,968 млн. кВтч – 2012
55,649 млн. кВтч – 2013 (по ФПД)
52,565 млн. кВтч – 2014
51,675 млн. кВтч - 2015
51 159 841 кВт.ч. - 2016 г.
51 937 889 кВТ.ч - 2017 г.","26,519 млн. кВтч – 2009

32,725  млн. кВтч – 2010

32,757  млн. кВтч – 2011

34,142 млн. кВтч - 2012

33,863 млн. кВтч – 2013 (по ФПД)

32,717 млн. кВтч – 2014
32,383 млн. кВтч - 2015
32 431 251 кВт.ч. - 2016 г.
32 543 857 кВт.ч. - 2017 г.",Приказ № 252-э от 29.12.2006,от 10.01.2007 № ЕЯ-46/14,,,,,,                                                                                          ,"10-э от 26.01.2007
40-э от 02.03.2009
455-э от 16.09.2010
378-э от 20.07.2011
596-э от 21.09.2011
268-э от 14.03.2013
1265-э от 07.10.2013
41-э от 22.01.2015","776-э от 02.12.2011
710/15 от 11.08.2015
670/16 от 26.05.2016"
Дальневосточный федеральный округ,Чукотский автономный округ,ACTI,87/02,Государственное предприятие Чукотского автономного округа «Чукоткоммунхоз»,,1028700586694,8700000466,870950001,"689000, Чукотский автономный округ, г. Анадырь, ул. Рультытегина, д. 24","689000, Чукотский автономный округ, г. Анадырь, ул. Рультытегина, д. 24","689000, Чукотский автономный округ, г. Анадырь, ул. Рультытегина, д. 24",Паплинский Игорь Валентинович,8(42722)22430 8(42722)28345,,gupkomhoz@chukotnet.ru,,,,п. 36 г) ПП № 530,"Постановление Правления Комитета государственного регулирования цен и тарифов Чукотского автономного округа от 17 февраля 2015 г. № 2-э/2, от 14 августа 2015 года № 14-э/2",,,(-часть в 87/05) (-часть в 87/06) (-часть в 87/07)  ,"границы балансовой принадлежности электрических сетей  ГП ЧАО «Чукоткоммунхоз», находящихся в административных границах:
Анадырского муниципального района; Провиденского муниципального района
...",,"Купля-продажа
Передача",-,"34,488 млн. кВтч – 2009
34,488 млн. кВтч – 2010
31,619 млн. кВтч – 2011
31,993 млн. кВтч – 2012
32,108 млн. кВтч – 2013
29,791 млн. кВтч – 2014
24,345 млн. кВтч – 2015
20, 284 615 млн.  кВт.ч. - 2016
 г. 
21 593,913 тыс. кВт.ч. - 2017 г.","18,943 млн. кВтч - 2009

22,065 млн. кВтч - 2010

21,369 млн. кВтч – 2011

21,685 млн. кВтч – 2012

22,331 млн. кВтч – 2013

21,332 млн. кВтч – 2014
17,987 млн. кВтч – 2015
15,306 363 млн. кВт.ч. - 2016 г.
15, 513 167 тыс. кВт.ч. - 2017 г. ",Приказ № 252-э от 29.12.2006,от 10.01.2007 № ЕЯ-46/14,,,,,,"изменение границ, -часть в ООО  ","10-э от 26.01.2007
40-э от 02.03.2009
455-э от 16.09.2010
378-э от 20.07.2011
596-э от 21.09.2011
268-э от 14.03.2013
1265-э от 07.10.2013
41-э от 22.01.2015","455-э от 16.09.2010
710/15 от 11.08.2015"
Дальневосточный федеральный округ,Чукотский автономный округ,ACTI,87/03,МП ЖКХ Билибинского муниципального района,,1028700569347,8703000993,870650001,"686450, Чукотский автономный округ, г. Билибино, ул. Геологов, д. 1а","686450, Чукотский автономный округ, г. Билибино, ул. Геологов, д. 1а","686450, Чукотский автономный округ, г. Билибино, ул. Геологов, д. 1а",Патрушев Евгений Геннадьевич,8(42738)2-58-66,8(42738)2-54-41,mpjkhbr@yandex.ru,,,,п. 36 г) ПП № 530,"Постановление Правления Комитета государственного регулирования цен и тарифов Чукотского автономного округа от 17 февраля 2015 г. № 2-э/2, от 14 августа 2015 года № 14-э/2",,,,"Границы балансовой принадлежности электрических сетей МП ЖКХ Билибинского муниципального района, находящихся в административных границах: сельских поселений Анюйск, Илирней, Омолон, Островное Билибинского муниципального района...",,"Купля-продажа
Передача",-,"2 301 343 кВтч
2 170 380 кВтч - 2015
2 046 255 кВт.ч. - 2016 г.
2 022, 774 тыс. кВт.ч. - 2017 г.","1 514 499 кВтч
1 504 559 кВтч - 2015
1 420 230 кВт. ч. - 2016 г.
1 418,125 кВт.ч. - 2017 г.",Приказ № 252-э от 29.12.2006,от 10.01.2007 № ЕЯ-46/14,,,,,,,"10-э от 26.01.2007
40-э от 02.03.2009
455-э от 16.09.2010
378-э от 20.07.2011
596-э от 21.09.2011
268-э от 14.03.2013
1265-э от 07.10.2013
41-э от 22.01.2015",455-э от 16.09.2010
Дальневосточный федеральный округ,Чукотский автономный округ,DELD,87/04,Акционерное общество «Оборонэнергосбыт»,,1097746448315,7704731218,771501001,"19160, г. Москва, ул. Знаменка, 19","109044, г. Москва, Воронцовский пер., д. 2, стр. 1, офис 516","109044, г. Москва, Воронцовский пер., д. 2, стр. 1, офис 516",Долженко Юрий Анатольевич,(495) 935-70-08,,info@oes.su,,,,п. 36 д) ПП № 530 ,Постановление от 21.07.2011 № 8-э/1 «О согласовании границ зон деятельности гарантирующего поставщика ОАО «Оборонэнергосбыт» на территории Чукотского автономного округа»,,,,"Границы балансовой принадлежности электрических сетей, принадлежащих на праве собственности или на ином законном основании организациям (сетевые организации, хозяйствующие субъекты), находящимся в ведении Минобороны и (или) образованным во исполнение Указ",,Купля-продажа,-,"4,20 млн. кВтч (свед. по включ. в Реестр)
5,420 млн. кВтч – 2011
4,19 млн. кВтч. – 2012
5,465 млн. кВтч. – 2013
2,167 млн. кВтч. – 2015
","0,13 млн. кВтч (-//-)

0,085 млн. кВтч – 2011

20,25 млн. кВтч. – 2012

0,749 млн. кВтч. – 2013",Приказ № 776-э от 02.12.2011,от 06.12.2011 № ЕП-9849/14,,,,,,,,1399 от 23.12.2016
Дальневосточный федеральный округ,Чукотский автономный округ,ACTI,87/06,Общество с ограниченной ответственностью «Электро-Инчоун»,,1148709000285,8704004790,870401001,"689202, Чукотский автономный округ, Иультинский район, Эгвекинот рп, ул. Ленина, д. 12","689202, Чукотский автономный округ, Иультинский район, Эгвекинот рп, ул. Ленина, д. 12","689202, Чукотский автономный округ, Иультинский район, Эгвекинот рп, ул. Ленина, д. 12",Петрова Александра Александровна,,,,,,,"абз. 5 п. 198, п. 227 ПП № 442 (п. 36 г) ПП № 530)","Постановление Правления Комитета государственного регулирования цен и тарифов Чукотского автономного округа от 03 июля 2014 г. № 14-э/3 (в редакции постановлений Правления от 22 октября 2014 г. № 19-э/1, от 17 февраля 2015 г. № 2-э/4), № 14-э/4",,,,"по границам балансовой принадлежности электрических сетей ООО «Электро-Инчоун», находящихся в административных границах сельского поселения Инчоун Чукотского муниципального района
...",,"Купля-продажа
Передача",-,"0,163 млн. кВтч - 2013
0,139 млн. кВтч – 2014
0,347 млн. кВтч – 2015
0,347 млн. кВтч – 2015
705,575 кВт.ч. - 2016 г.
392,089 кВт.ч. - 2017 г.","0,135 млн. кВтч - 2013
0,117 млн. кВтч – 2014
0,297 млн. кВтч – 2015
0,297 млн. кВтч – 2015
328, 269 кВт.ч. - 2016 г.
336,708 кВт.ч. - 2017 г.",Приказ № 489-э от 25.03.2015,,,,,,,,,
Дальневосточный федеральный округ,Чукотский автономный округ,ACTI,87/05,Муниципальное предприятие «Чаунское районное коммунальное хозяйство» Чаунского муниципального района Чукотского автономного округа,,1128706000323,8706006337,870601001,"689400, Чукотский автономный округ, Чаунский район, г. Певек, ул. Пугачева, д. 42, корп. 2","689400, Чукотский автономный округ, Чаунский район, г. Певек, ул. Пугачева, д. 42, корп. 2","689400, Чукотский автономный округ, Чаунский район, г. Певек, ул. Пугачева, д. 42, корп. 2",Зуева Светлана Викторовна,,,,,,,"абз. 5 п. 198, п. 227 ПП № 442 (п. 36 г) ПП № 530)","Постановление Правления Комитета государственного регулирования цен и тарифов Чукотского автономного округа от 03 июля 2014 г. № 14-э/3 (в редакции постановлений Правления от 22 октября 2014 г. № 19-э/1, от 17 февраля 2015 г. № 2-э/4)",,,,"границы балансовой принадлежности электрических сетей Муниципального предприятия «Чаунское районное коммунальное хозяйство» Чаунского муниципального района Чукотского автономного округа, находящихся в административных границах сельских поселений Айон, Бил",,"Купля-продажа
Передача",,"1,7 млн. кВтч - 2013
0,695 млн. кВтч – 2014
1,117 млн. кВтч - 2015
995,2 тыс. кВт.ч. - 2016 г.
367,1 тыс. кВт.ч. - 2017 г.","1 млн. кВтч - 2013
0,408 кВтч – 2014
0, 785 - 2015
670,1 тыс кВт.ч. - 2016 г.
585,2 тыс. кВт.ч. - 2017 г.",Приказ № 489-э от 25.03.2015,,,,,,,,,
Дальневосточный федеральный округ,Чукотский автономный округ,ACTI,87/07,"Муниципальное унитарное предприятие жилищно-коммунального хозяйства ""Иультинское""",,1128709001508,8704004736,870401001,"689202, Чукотский автономный округ, Иультинский район, пгт.Эгвекинот, ул.Ленина,д.18","689202, Чукотский автономный округ, Иультинский район, пгт.Эгвекинот, ул.Ленина,д.18","689202, Чукотский автономный округ, Иультинский район, пгт.Эгвекинот, ул.Ленина,д.18",Резников Дмитрий Анатольевич,,,,,,,,"Постановление Комитета государственного регулирования цен и тарифов Чукотского автономного округа от 17.02.2015 № 2-э/1 , от 12 декабря 2016 года № 22-э/4",,,,"По границам балансовой принадлежности электрических сетей МУП ЖКХ ""Иультинское"",находящихся в административных границах городского поселения Мыс Шмидта, сельских поселений Ванкарем,Конергино,Рыркайпий, Уэлькаль, поселка сельского типа (села) Нутэпэльмен И",,"Купля-продажа
Передача",,"2,217 млн. кВтч
2062, 6 тыс. кВт.ч. - 2016 г.
590086 кВт.ч. - 2017 г.","1,457 млн. кВтч
1405,1 тыс. кВт.ч. - 2016 г.
1 272,752 тыс. кВт.ч. - 2017 г.",Приказ № 448/16 от 12.04.2016,,,,,,,,,
Уральский федеральный округ,Ямало-Ненецкий автономный округ,DELD,89/07,Общество с ограниченной ответственностью «Панаевские электросети»,,,,,"629707, Ямало-Ненецкий автономный округ, Ямальский район, п. Панаевск, ул. Лаптандера Темни, 34","629707, Ямало-Ненецкий автономный округ, Ямальский район, п. Панаевск, ул. Лаптандера Темни, 34","629707, Ямало-Ненецкий автономный округ, Ямальский район, п. Панаевск, ул. Лаптандера Темни, 34",Стеблин Анатолий Михайлович,,,,,,,,"Зоны деятельности гарантирующего поставщика электрической энергии на территории ЯНАО в следующих границах: п. Панаевск – шины ДЭС, далее по своим сетям",,,,"Зоны деятельности гарантирующего поставщика электрической энергии на территории ЯНАО в следующих границах:
п. Панаевск – шины ДЭС, далее по своим сетям...",,"Купля-продажа
Генерация
Передача",-,,"2,076 млн. кВтч – 2008 (по ФПД)

2,099 млн. кВтч – 2009
",,,,,,Приказ № 189-э от 26.07.2007,от 25.07.2011 № ЕП-5904/14,,,
Уральский федеральный округ,Ямало-Ненецкий автономный округ,ACTI,89/30,АО «Газпром энергосбыт Тюмень»,,1038901121951,8602067215,862450001,"РФ,628406, Тюменская область, Ханты-Мансийский автономный округ-Югры,г. Сургут, Нижневартовское шоссе 3, сооружение 7","РФ,628406, Тюменская область, Ханты-Мансийский автономный округ-Югры,г. Сургут, Нижневартовское шоссе 3, сооружение 7","РФ,628406, Тюменская область, Ханты-Мансийский автономный округ-Югры,г. Сургут, Нижневартовское шоссе 3, сооружение 7",Бычкова Татьяна Валентиновна,(3462)777777,(3462)777777,tek@energosales.ru,,,,п. 36 а) ПП № 530,Приказ Службы по тарифам ЯНАО от 11.08.2011 № 74-т ,"в ред. от 19.12.2011№ 211-т, от 30.01.2015 № 11-т",,(-89/37) (+89/37),"в границах балансовой принадлежности электрических сетей соответствующих сетевых организаций по точкам поставки к сетям которой присоединены потребители, подлежащие обслуживанию открытым акционерным обществом «Тюменская энергосбытовая компания» согласно п",,Купля-продажа,"63,254,6 млн. кВтч

38753,62 млн. кВтч – 2011

32 193,04 млн. кВтч – 2012

20 471,52 млн. кВтч – 2013
","146,407 млн. кВтч
495,645 млн. кВтч – 2011
450,59 млн. кВтч – 2012
469,28 млн. кВтч – 2013
","115,994 млн. кВтч

420,658 млн. кВтч – 2011

374,03 млн. кВтч – 2012

391,51 млн. кВтч – 2013
",Приказ № 148-э от 04.07.2007,от 09.08.2007 № ЕЯ-4621/14,,,,,,,"14-э от 29.01.2009
486-э от 30.12.2009
325-э от 13.07.2010
435-э от 09.09.2010
533-э от 09.11.2010
48-э от 10.02.2011
379-э от 20.07.2011
597-э от 21.09.2011
646-э от 28.09.2012
193-э от 05.03.2013
269-э от 14.03.2013
2425-э от 31.12.2014
779-э от 21.04.2","247-э от 30.06.2009
157-э от 19.04.2011
265-э от 12.04.2012
745/15 от 11.08.2015"
Уральский федеральный округ,Ямало-Ненецкий автономный округ,DELD,89/01,Акционерное общество «Северная энергетическая компания»,,1038901121951,8911019579,890501001,"629800, Ямало-Ненецкий автономный округ, г. Ноябрьск, юго-восточный промузел, панель 9 Б","629804, ЯНАО, г. Ноябрьск, ул. Киевская, д. 7","629800, Ямало-Ненецкий автономный округ, г. Ноябрьск, юго-восточный промузел, панель 9 Б",Управляющий директор: Урюпин Александр Управляющий директор: Урюпин Александр Сергеевич,8(495) 775-24-97,8(495) 775-24-97,sevenсo@sevenсo.ru,,,,п. 36 б) ПП № 530,Приказ Службы по тарифам Ямало-Ненецкого автономного округа от 30.01.2007 № 39,"в редакции от 14.12.2010 № 351-т, от 11.08.2011№ 73-т, от 24.04.2012 № 48-т, от 22.04.2015 № 66-т",,,"в границах балансовой принадлежности электрических сетей территориальных сетевых организаций на территории муниципального образования г. Ноябрьск и микрорайона «Вынгапуровский» Ямало-Ненецкого автономного округа: ОАО «Энерго-Газ-Ноябрьск», ОАО «Вынгапуров",,Купля-продажа,"256,68 млн. кВтч (с марта по декабрь 2011 г.)

330,49 млн. кВтч.  – 2012 г.

339,51 млн. кВтч.  – 2014 г.","221,837 млн. кВтч
160,53 млн. кВтч – 2011
168,63 млн. кВтч. – 2012
170,96 млн. кВтч.  – 2014","183,307 млн. кВтч

136,34 млн. кВтч – 2011

143,07 млн. кВтч. - 2012

144,42 млн. кВтч.  – 2014 г.",Приказ № 189-э от 26.07.2007,от 09.08.2007 № ЕЯ-4613/14,,,,,,,"356-э от 22.07.2010
390-э от 16.08.2010
436-э от 09.09.2010
468-э от 23.09.2010
547-э от 25.11.2010
374-э от 20.07.2011
375-э от 20.07.2011
832-э от 28.12.2011
192-э от 26.03.2012
524-э от 30.07.2012
578-э от 29.08.2012
645-э от 28.09.2012
160-э от 10.02.","568-э от 02.12.2010
157-э от 19.04.2011
265-э от 12.04.2012
745/15 от 11.08.2015
999/16 от 19.07.2016"
Уральский федеральный округ,Ямало-Ненецкий автономный округ,ACTI,89/02,"Акционерное общество ""Салехардэнерго""",,1158901001434,8901030855,890101001,"629008, г. Салехард, ул. Свердлова, д. 39","629008, г. Салехард, ул. Свердлова, д. 39","629008, г. Салехард, ул. Свердлова, д. 39, а/я 42",Стратий Юрий Фёдорович,"(349-22) т.5-45-03, 5-44-35, ф.5-45-04, 5-44-58",,,,,,п. 36 г) ПП № 530,"приказ департамента тарифной политики, энергетики и жилищно-коммунального комплекса Ямало-Ненецкого автономного округа от 24 декабря 2015 года № 409-т",,,,"Границы балансовой принадлежности электрических сетей АО «Салехардэнерго» на территории муниципального образования город Салехард, в том числе село Пельвож и село Горнокнязевск Приуральского района



...",,"Купля-продажа
Генерация
Передача",-,"72,67 млн. кВтч
83,789 млн. кВтч – 2008 (по ФПД)

91,196 млн. кВтч– 2010 (по ФПД)","253,508 млн. кВтч
181,129 млн. кВтч – 2008 (по ФПД)
196,598 млн. кВтч – 2010 (по ФПД)",Приказ № 189-э от 26.07.2007,от 09.08.2007 № ЕЯ-4612/14,,,,,,,"356-э от 22.07.2010
390-э от 16.08.2010
436-э от 09.09.2010
468-э от 23.09.2010
547-э от 25.11.2010
374-э от 20.07.2011
375-э от 20.07.2011
832-э от 28.12.2011
192-э от 26.03.2012
524-э от 30.07.2012
578-э от 29.08.2012
645-э от 28.09.2012
160-э от 10.02.",614/16 от 16.05.2016
Уральский федеральный округ,Ямало-Ненецкий автономный округ,ACTI,89/03,Открытое акционерное общество «Передвижная энергетика»,,,,,"105094, г. Москва, Семеновский вал, 62 Г, стр. 3","629400, Ямало-Ненецкий автономный округ, г. Лабытнанги, ул. Энергетиков, 1","629400, Ямало-Ненецкий автономный округ, г. Лабытнанги, ул. Энергетиков, 1",Чубаров Алексей Владимирович,,,,,,,п. 36 г)ПП № 530,Приказ Службы по тарифам Ямало-Ненецкого автономного округа от 30.01.2007 № 16 (в редакции приказа от 10.12.2008 № 257-т),,,,Границы балансовой принадлежности электрических сетей филиала Передвижные электростанции «Лабытнанги» ОАО «Передвижная энергетика» на территории муниципального образования город Лабытнанги...,,"Купля-продажа
Генерация
Передача",-,"47,35 млн. кВтч – 2008

47,35 млн. кВтч – 2009

58,542 – 2010 (по ФПД)","62,407 млн. кВтч – 2008

62,407 млн. кВтч – 2009

121,453 млн. кВтч – 2010 (по ФПД)",Приказ № 189-э от 26.07.2007,от 09.08.2007 № ЕЯ-4611/14,,,,,,,"356-э от 22.07.2010
390-э от 16.08.2010
436-э от 09.09.2010
468-э от 23.09.2010
547-э от 25.11.2010
374-э от 20.07.2011
375-э от 20.07.2011
832-э от 28.12.2011
192-э от 26.03.2012
524-э от 30.07.2012
578-э от 29.08.2012
645-э от 28.09.2012
160-э от 10.02.",192-э от 26.03.2012
